Batch_ID,Start_Temp,Target_Temp,Ambient_Temp,Airflow_Rate,Humidity_Level,Material_Load,Fan_Speed,Heater_Power_Level,Control_Strategy,Preheating_Time,Energy_Consumed,Temp_Fluctuation_Index,Steady_State_Achieved
B0758,28.0,56.07,18.31,5.39,33.81,54.2,1179,83,Fixed-Time,16.22,7.46,1.42,1
B0759,33.41,56.2,25.24,4.4,40.7,50.67,1271,83,PID,9.63,5.24,1.49,1
B0760,31.83,60.32,25.91,6.78,47.77,42.88,1076,83,PID,11.17,5.85,1.36,1
B0761,22.28,69.13,26.26,6.6,55.07,40.18,1441,94,FA-PID-LSSVM,7.22,3.42,0.56,1
B0762,24.68,65.03,19.44,6.12,31.31,56.16,1220,73,Fixed-Time,15.38,6.78,1.18,1
B0763,23.73,65.18,29.26,4.32,37.1,43.52,1392,73,FA-PID-LSSVM,7.29,3.35,0.98,1
B0764,31.16,60.43,20.17,6.33,56.69,52.12,1281,84,FA-PID-LSSVM,6.39,3.43,0.96,1
B0765,20.5,63.9,25.47,6.42,30.27,46.74,1027,84,Fixed-Time,16.35,6.48,2.98,1
B0766,28.55,55.15,20.67,6.3,36.04,51.71,1360,87,PID,10.97,5.41,1.14,1
B0767,31.44,64.54,21.69,4.34,58.77,46.31,1076,83,Fixed-Time,15.69,6.1,1.51,1
B0768,33.15,68.7,24.56,5.93,48.4,41.74,1163,95,Fixed-Time,11.69,7.37,2.8,1
B0769,25.13,64.19,23.01,6.5,37.85,44.46,1008,70,Fixed-Time,16.2,5.89,1.69,1
B0770,32.32,68.11,19.92,5.73,32.01,43.76,1174,79,FA-PID-LSSVM,7.45,2.4,0.75,1
B0771,21.66,65.86,20.05,5.94,30.85,48.56,1461,98,Fixed-Time,16.36,5.88,2.35,1
B0772,32.7,56.81,23.02,5.38,37.34,53.17,1306,89,Fixed-Time,12.1,9.01,2.59,0
B0773,21.91,68.54,27.09,5.59,56.44,45.28,1075,79,Fixed-Time,13.17,7.71,2.12,1
B0774,25.96,56.0,28.78,4.1,42.48,40.24,1244,79,PID,10.58,4.94,1.71,1
B0775,31.96,63.01,19.01,5.92,51.61,50.38,1121,96,PID,10.58,4.33,0.9,1
B0776,22.25,57.13,22.72,4.24,57.55,52.12,1184,93,PID,13.92,4.93,0.58,1
B0777,23.44,55.18,19.2,5.31,42.24,59.26,1031,71,PID,9.6,3.88,1.48,1
B0778,30.83,61.33,18.2,4.88,35.74,51.79,1485,98,FA-PID-LSSVM,5.05,2.8,0.8,1
B0779,30.8,59.43,25.94,5.64,45.51,49.42,1450,97,FA-PID-LSSVM,8.11,3.47,0.55,1
B0780,29.62,62.29,25.23,4.4,57.24,51.47,1249,96,Fixed-Time,14.37,6.53,2.57,1
B0781,30.41,63.66,19.96,6.07,54.13,58.56,1056,77,FA-PID-LSSVM,7.45,4.04,0.85,1
B0782,28.14,55.66,20.81,6.39,31.97,56.57,1309,70,PID,11.7,5.78,1.35,1
B0783,23.78,56.85,18.28,4.49,50.78,46.46,1371,70,Fixed-Time,12.68,7.17,1.58,1
B0784,25.19,63.38,28.02,4.31,47.16,44.75,1143,73,Fixed-Time,14.03,7.6,2.03,0
B0785,22.72,60.15,29.7,4.44,57.22,45.25,1317,76,PID,8.54,5.61,1.64,1
B0786,33.63,65.94,19.63,6.63,33.67,50.09,1083,78,PID,11.64,5.87,1.38,1
B0787,28.75,64.78,20.78,5.58,46.02,54.88,1479,85,PID,12.45,4.43,0.78,1
B0788,26.01,67.68,28.42,5.4,56.38,50.06,1055,74,FA-PID-LSSVM,6.99,2.42,1.05,1
B0789,26.93,65.39,29.12,4.32,42.3,41.36,1278,71,Fixed-Time,16.44,6.57,1.81,0
B0790,34.21,61.45,23.04,5.95,44.46,54.47,1272,97,PID,10.39,4.48,1.63,1
B0791,22.3,65.09,18.61,6.6,32.11,56.12,1463,92,Fixed-Time,14.36,7.48,2.23,1
B0792,28.79,59.13,18.47,6.48,38.34,45.79,1165,80,Fixed-Time,15.18,5.64,1.95,1
B0793,27.59,59.59,24.89,5.88,39.74,53.28,1455,87,FA-PID-LSSVM,7.31,3.61,0.75,1
B0794,29.17,66.83,22.71,4.23,58.35,48.53,1466,94,Fixed-Time,17.51,6.36,0.89,1
B0795,20.27,61.7,18.34,4.34,38.48,57.78,1157,94,PID,12.01,4.96,0.87,1
B0796,33.08,66.98,25.0,4.15,43.83,56.9,1248,88,PID,10.65,5.74,1.48,1
B0797,33.98,67.34,18.14,4.77,50.14,50.51,1185,82,Fixed-Time,17.12,9.95,2.13,1
B0798,28.48,67.86,27.45,4.41,34.87,53.83,1481,93,Fixed-Time,12.67,6.75,1.79,1
B0799,30.45,68.75,21.68,4.78,44.59,57.67,1077,80,FA-PID-LSSVM,7.93,2.85,1.27,1
B0800,33.84,61.46,18.48,5.16,52.16,49.91,1021,89,PID,11.78,3.99,0.99,1
B0801,30.61,59.78,25.06,6.83,56.01,46.27,1107,88,PID,11.72,6.13,0.82,1
B0802,22.29,63.73,22.77,5.83,48.79,55.07,1272,86,Fixed-Time,15.43,5.05,1.96,0
B0803,28.64,60.57,29.69,6.5,50.07,44.4,1251,74,Fixed-Time,13.64,6.47,2.03,1
B0804,29.1,64.02,24.53,6.13,33.79,47.77,1014,82,Fixed-Time,15.79,6.4,2.31,1
B0805,26.36,65.58,21.3,4.34,58.37,57.31,1369,99,PID,10.63,4.06,0.93,1
B0806,31.05,65.33,26.51,6.21,33.98,54.49,1303,96,Fixed-Time,13.08,8.06,1.93,1
B0807,34.02,60.62,21.26,4.83,53.24,48.08,1159,89,FA-PID-LSSVM,6.78,3.63,0.85,1
B0808,33.88,57.5,28.85,5.92,37.94,44.29,1204,70,FA-PID-LSSVM,5.8,4.53,0.71,1
B0809,26.76,61.46,22.5,5.02,58.01,47.12,1468,79,Fixed-Time,15.31,7.77,1.93,1
B0810,21.7,57.14,24.6,6.99,51.6,45.68,1112,77,FA-PID-LSSVM,7.61,3.01,0.83,1
B0811,34.77,68.35,18.61,4.79,52.61,43.52,1167,93,FA-PID-LSSVM,6.07,3.16,0.62,1
B0812,32.58,60.19,23.11,4.84,36.57,54.87,1352,98,FA-PID-LSSVM,6.76,3.54,0.76,1
B0813,21.87,57.32,27.99,6.79,43.29,45.04,1252,77,FA-PID-LSSVM,8.53,3.91,0.64,1
B0814,33.81,55.38,27.67,4.07,48.53,49.08,1440,88,FA-PID-LSSVM,7.33,3.15,0.72,1
B0815,33.05,64.69,20.69,6.09,53.1,47.72,1185,75,PID,11.22,5.75,1.02,1
B0816,27.78,64.55,20.71,6.18,33.12,59.64,1346,81,Fixed-Time,11.79,7.09,2.22,1
B0817,28.87,60.11,27.81,6.51,58.87,47.82,1226,97,FA-PID-LSSVM,6.16,3.16,0.94,1
B0818,25.99,56.08,29.16,6.92,56.71,41.6,1015,76,Fixed-Time,16.08,7.55,2.95,1
B0819,20.82,61.14,19.14,6.93,38.11,41.8,1155,85,FA-PID-LSSVM,6.1,3.96,0.98,1
B0820,25.03,59.67,23.4,4.2,54.68,51.82,1353,78,PID,9.98,5.59,0.64,1
B0821,32.04,65.16,22.05,6.47,45.55,51.99,1110,90,PID,7.64,3.96,1.32,1
B0822,20.07,64.09,28.45,5.94,43.85,48.38,1000,94,FA-PID-LSSVM,7.44,3.36,1.14,1
B0823,25.0,60.47,19.0,5.94,39.43,48.64,1040,91,FA-PID-LSSVM,7.99,2.7,0.77,1
B0824,25.97,58.27,20.53,4.39,47.43,41.08,1047,79,FA-PID-LSSVM,6.06,3.71,0.79,1
B0825,28.06,69.82,27.03,5.95,51.9,50.33,1414,79,PID,9.18,6.52,1.22,1
B0826,33.8,61.81,18.62,6.95,42.33,50.09,1419,79,PID,9.88,5.06,1.69,1
B0827,25.2,65.32,23.91,6.74,48.88,42.99,1107,89,Fixed-Time,15.82,6.84,1.5,1
B0828,25.2,57.11,23.31,5.32,50.98,42.08,1160,98,PID,9.25,5.62,1.34,1
B0829,31.06,62.28,22.01,4.12,51.33,42.47,1160,85,FA-PID-LSSVM,6.62,3.34,0.65,1
B0830,26.78,55.41,22.73,5.09,31.56,42.02,1358,70,Fixed-Time,15.54,6.08,2.43,1
B0831,23.37,62.58,24.36,6.48,55.79,52.19,1127,86,PID,8.28,4.56,1.19,1
B0832,26.79,69.46,19.94,6.1,43.75,43.93,1209,99,PID,9.01,6.37,0.92,1
B0833,22.11,60.76,24.86,5.38,37.87,45.03,1150,95,FA-PID-LSSVM,7.18,4.16,0.82,1
B0834,22.65,55.58,27.67,4.17,37.25,43.47,1443,90,Fixed-Time,13.27,7.15,1.72,1
B0835,27.48,55.46,27.12,5.28,44.49,59.16,1254,98,PID,11.28,4.88,1.42,1
B0836,26.28,60.82,19.85,5.41,56.6,57.09,1470,83,PID,7.97,5.06,1.38,1
B0837,33.72,57.4,19.79,6.79,41.35,44.61,1462,88,FA-PID-LSSVM,7.74,3.83,0.86,1
B0838,25.44,55.35,21.22,5.92,52.49,46.55,1217,90,Fixed-Time,13.61,7.54,1.52,1
B0839,28.71,66.34,22.33,4.93,32.9,44.2,1029,90,Fixed-Time,13.54,6.55,2.59,1
B0840,29.48,61.88,22.9,5.58,44.28,49.84,1472,86,Fixed-Time,14.14,6.92,3.19,1
B0841,20.2,59.34,26.16,4.2,59.75,40.39,1044,83,Fixed-Time,13.54,6.04,1.04,0
B0842,29.95,68.5,18.68,6.92,53.11,53.43,1079,77,FA-PID-LSSVM,5.41,4.11,1.24,1
B0843,22.67,56.74,18.42,5.08,36.32,50.46,1038,90,PID,12.5,4.67,0.99,1
B0844,34.42,69.34,22.7,5.43,45.04,57.97,1239,90,PID,10.26,6.59,1.15,1
B0845,22.23,59.71,26.37,5.07,37.01,43.29,1044,78,Fixed-Time,11.34,6.5,2.38,1
B0846,26.22,68.33,20.32,6.05,42.29,56.08,1077,77,Fixed-Time,15.38,7.12,0.82,1
B0847,21.28,64.04,25.7,5.99,53.4,55.84,1336,82,Fixed-Time,15.72,6.17,1.58,1
B0848,34.95,67.4,21.12,6.15,53.14,42.54,1395,86,PID,7.7,5.59,1.27,1
B0849,27.53,69.76,28.63,4.8,36.84,47.97,1348,88,PID,9.98,6.79,1.39,1
B0850,28.93,59.33,28.75,4.95,57.67,43.4,1287,97,Fixed-Time,16.45,6.95,1.73,1
B0851,21.01,69.42,21.57,4.38,47.78,45.09,1439,76,FA-PID-LSSVM,6.05,2.73,0.56,1
B0852,31.25,60.84,20.76,5.97,41.4,45.26,1279,86,PID,11.8,5.01,1.02,1
B0853,23.15,60.78,22.94,4.12,45.06,51.12,1115,70,PID,9.43,5.31,1.13,1
B0854,33.47,60.11,20.89,5.79,48.15,48.23,1268,74,Fixed-Time,13.45,8.35,2.77,1
B0855,23.08,63.12,26.07,6.61,46.8,58.95,1403,94,FA-PID-LSSVM,6.3,2.83,0.76,1
B0856,22.86,57.31,27.91,6.67,44.59,42.53,1334,75,Fixed-Time,13.47,7.66,2.12,1
B0857,20.55,63.31,26.08,5.35,45.15,59.47,1311,95,Fixed-Time,14.59,6.35,1.69,1
B0858,27.08,63.13,27.89,5.38,35.29,44.61,1052,71,FA-PID-LSSVM,5.56,2.71,0.72,1
B0859,28.47,66.43,22.76,4.23,54.38,55.46,1067,96,FA-PID-LSSVM,5.78,2.86,0.52,1
B0860,20.99,67.5,19.88,6.01,46.25,46.78,1181,94,FA-PID-LSSVM,6.81,3.29,0.87,1
B0861,31.63,61.61,26.86,6.46,33.93,42.86,1033,85,PID,9.66,4.34,1.19,1
B0862,26.8,59.53,22.33,4.73,52.98,57.16,1283,91,Fixed-Time,11.88,7.51,1.17,1
B0863,27.87,58.89,26.06,5.26,57.97,46.18,1305,74,PID,9.05,5.13,1.28,1
B0864,26.61,57.92,21.25,6.52,58.42,53.18,1385,74,FA-PID-LSSVM,6.71,3.35,0.88,1
B0865,26.01,55.86,18.97,6.63,41.07,51.33,1248,81,PID,12.79,5.83,1.64,1
B0866,28.39,60.14,29.91,4.73,34.07,49.44,1110,72,FA-PID-LSSVM,5.95,3.66,0.83,1
B0867,22.33,59.05,19.87,5.65,45.55,49.92,1093,99,FA-PID-LSSVM,7.35,4.19,0.76,1
B0868,22.73,69.5,29.86,4.58,33.38,54.64,1409,85,Fixed-Time,13.19,7.53,1.11,1
B0869,32.93,63.37,29.73,4.31,58.02,41.76,1178,75,Fixed-Time,14.33,6.7,1.78,0
B0870,34.19,60.21,27.53,6.73,35.51,53.36,1046,84,Fixed-Time,10.34,7.29,2.68,1
B0871,25.6,63.71,25.91,6.46,37.58,57.92,1281,84,PID,11.56,5.24,1.25,1
B0872,24.06,57.09,24.93,6.28,42.2,41.16,1339,98,Fixed-Time,15.86,6.81,2.24,1
B0873,29.66,61.66,28.39,4.15,41.49,42.81,1361,85,FA-PID-LSSVM,7.11,3.23,0.98,1
B0874,26.13,64.39,21.47,6.53,53.84,54.33,1091,89,Fixed-Time,15.49,6.82,1.42,0
B0875,20.38,62.33,23.61,5.31,43.69,48.75,1375,82,PID,9.07,5.59,1.14,1
B0876,22.34,61.03,25.43,5.03,35.12,48.07,1211,81,Fixed-Time,14.57,7.77,1.77,1
B0877,30.74,69.91,22.93,5.64,38.02,42.74,1074,79,Fixed-Time,13.99,6.56,1.24,1
B0878,29.88,68.2,23.13,4.27,45.27,50.14,1377,83,Fixed-Time,15.1,5.71,1.42,0
B0879,20.41,64.35,21.96,6.27,34.42,42.53,1201,71,PID,11.23,6.83,1.47,1
B0880,23.33,63.54,24.77,5.75,48.35,49.53,1444,98,FA-PID-LSSVM,6.91,3.5,0.7,1
B0881,23.47,64.31,28.21,4.56,46.97,55.27,1406,72,FA-PID-LSSVM,6.05,3.22,0.65,1
B0882,30.08,58.02,20.42,4.56,51.44,45.17,1420,78,FA-PID-LSSVM,7.65,2.96,1.07,1
B0883,20.3,60.93,29.21,4.55,58.13,49.62,1296,80,Fixed-Time,15.5,7.02,2.0,1
B0884,21.56,55.59,26.27,4.17,57.37,59.84,1307,80,Fixed-Time,12.89,5.41,2.31,1
B0885,32.0,62.13,27.88,5.76,58.38,53.73,1210,94,PID,11.55,5.49,0.86,1
B0886,22.68,63.15,24.67,6.52,37.34,56.83,1492,91,FA-PID-LSSVM,6.27,3.07,0.66,1
B0887,29.79,58.42,27.35,4.05,33.95,48.3,1337,79,Fixed-Time,13.35,6.73,1.67,1
B0888,23.57,69.46,18.19,4.15,39.07,55.36,1432,95,Fixed-Time,12.48,7.76,2.34,0
B0889,21.49,68.64,27.82,5.72,56.85,40.81,1410,83,Fixed-Time,13.37,8.16,2.25,1
B0890,23.65,65.83,18.48,6.46,59.16,42.46,1133,78,PID,8.11,5.5,1.27,1
B0891,30.83,63.0,28.68,4.98,55.78,44.06,1329,89,FA-PID-LSSVM,6.74,3.48,0.72,1
B0892,32.84,68.05,29.9,5.05,33.3,48.04,1065,96,PID,11.78,4.95,1.17,1
B0893,32.45,56.96,21.53,5.79,58.42,56.91,1279,90,FA-PID-LSSVM,7.74,3.34,0.79,1
B0894,25.96,66.86,20.52,4.82,42.7,46.93,1421,79,FA-PID-LSSVM,6.64,3.46,0.74,1
B0895,30.02,56.87,27.18,4.08,30.28,53.09,1027,91,Fixed-Time,12.93,6.29,1.91,1
B0896,23.07,66.91,21.04,6.21,43.27,54.19,1411,98,Fixed-Time,16.04,5.93,2.13,1
B0897,24.4,59.14,28.39,5.88,31.38,51.72,1116,78,Fixed-Time,10.88,7.28,1.95,1
B0898,33.45,68.16,19.23,5.74,46.32,47.14,1492,98,Fixed-Time,18.05,5.75,1.43,0
B0899,20.2,69.16,19.51,6.23,40.16,51.54,1369,74,Fixed-Time,15.18,7.7,3.46,0
B0900,21.28,57.23,29.75,6.03,44.2,46.85,1486,77,FA-PID-LSSVM,5.79,4.21,0.85,1
B0901,23.12,61.94,26.09,4.62,48.4,41.68,1449,80,Fixed-Time,10.79,7.51,1.42,1
B0902,20.4,69.71,28.16,5.06,56.06,59.86,1316,70,Fixed-Time,16.81,4.62,1.88,1
B0903,22.72,62.25,21.89,4.38,49.86,42.54,1429,90,PID,10.53,5.82,1.44,1
B0904,28.75,67.95,26.12,4.39,43.02,41.45,1324,79,PID,11.16,6.19,1.16,1
B0905,26.32,63.83,25.13,6.03,54.58,57.57,1113,70,FA-PID-LSSVM,6.63,3.33,0.97,1
B0906,33.39,60.63,25.24,6.58,57.17,46.04,1074,95,FA-PID-LSSVM,7.37,3.65,0.96,1
B0907,32.26,59.29,26.19,6.89,33.59,53.01,1201,99,PID,7.42,5.48,1.27,1
B0908,25.13,58.05,24.9,5.89,45.96,46.58,1426,91,PID,13.0,4.1,1.67,1
B0909,23.89,66.43,23.15,4.55,38.54,47.83,1058,76,Fixed-Time,14.15,7.49,2.84,1
B0910,25.7,60.8,21.31,4.32,31.41,45.24,1385,97,Fixed-Time,15.12,6.85,1.24,0
B0911,28.85,62.67,27.22,6.44,50.06,46.86,1014,83,FA-PID-LSSVM,4.66,3.71,0.78,1
B0912,24.02,62.38,20.72,5.74,55.88,48.21,1230,74,PID,10.0,5.41,0.77,1
B0913,29.36,63.66,26.31,5.85,34.89,54.41,1104,86,FA-PID-LSSVM,8.93,3.45,0.77,1
B0914,26.14,67.98,20.8,6.34,54.37,50.23,1164,91,Fixed-Time,12.07,7.02,2.69,1
B0915,28.28,69.71,25.5,6.11,55.6,58.87,1198,95,FA-PID-LSSVM,6.15,3.92,0.78,1
B0916,26.54,61.11,26.96,6.5,57.43,40.84,1403,90,FA-PID-LSSVM,8.05,3.71,0.73,1
B0917,24.42,67.41,20.62,4.17,37.96,50.06,1353,75,FA-PID-LSSVM,8.52,3.25,0.37,1
B0918,34.23,66.47,18.72,6.24,57.12,51.68,1034,85,Fixed-Time,15.76,7.35,2.64,1
B0919,31.45,63.6,19.57,6.55,39.62,58.4,1161,80,FA-PID-LSSVM,8.36,2.82,1.1,1
B0920,22.1,69.34,25.27,4.86,46.57,40.98,1244,79,Fixed-Time,14.76,7.16,2.81,1
B0921,33.03,58.01,28.19,5.92,31.52,51.47,1469,84,PID,11.45,5.61,0.99,1
B0922,27.31,56.64,18.54,4.94,31.32,57.07,1286,76,FA-PID-LSSVM,8.25,3.47,0.76,1
B0923,33.42,67.81,26.81,6.87,51.61,44.84,1382,92,FA-PID-LSSVM,6.87,3.47,0.7,1
B0924,32.0,61.59,22.1,4.1,43.33,57.53,1470,71,Fixed-Time,14.43,6.9,1.91,1
B0925,26.38,67.7,23.74,5.74,37.69,40.38,1018,81,FA-PID-LSSVM,6.89,3.57,0.74,1
B0926,20.34,68.4,29.15,4.5,35.71,54.65,1451,88,Fixed-Time,13.66,5.41,2.18,1
B0927,24.03,55.94,21.98,6.14,50.1,58.66,1279,81,FA-PID-LSSVM,7.25,4.1,0.87,1
B0928,28.12,68.25,23.58,4.53,30.01,53.14,1339,85,PID,11.83,5.2,1.24,1
B0929,29.5,61.72,18.16,4.71,54.18,48.78,1422,75,PID,12.98,5.87,1.48,1
B0930,23.87,62.66,18.98,5.48,32.38,40.9,1347,72,PID,10.1,5.25,1.32,1
B0931,22.09,64.4,21.1,6.74,35.74,58.4,1181,71,FA-PID-LSSVM,6.39,2.32,0.88,1
B0932,32.52,68.9,18.33,4.64,41.59,49.41,1422,89,FA-PID-LSSVM,7.96,3.53,0.68,1
B0933,34.77,55.29,25.58,4.43,44.55,40.58,1400,74,PID,10.0,3.73,1.1,1
B0934,27.89,62.15,23.12,6.28,40.65,53.8,1146,80,PID,8.83,4.73,0.85,1
B0935,22.58,65.32,24.58,5.5,39.62,49.64,1373,95,Fixed-Time,11.44,6.0,2.32,1
B0936,24.08,65.84,20.1,6.74,58.92,42.49,1175,94,Fixed-Time,12.98,6.38,1.33,1
B0937,20.28,65.39,21.55,4.44,49.25,44.29,1162,72,PID,11.99,5.3,1.43,1
B0938,33.71,57.02,25.97,5.94,30.7,41.29,1415,72,PID,10.16,6.45,1.09,1
B0939,21.77,59.49,29.58,4.7,42.91,51.49,1174,91,FA-PID-LSSVM,4.36,3.06,0.9,1
B0940,28.65,60.38,18.61,4.47,56.25,52.44,1493,74,PID,10.74,5.16,0.9,1
B0941,24.11,67.07,28.68,6.05,39.04,50.11,1046,91,Fixed-Time,14.04,6.99,1.99,0
B0942,28.31,59.18,24.92,5.78,32.84,56.34,1255,92,Fixed-Time,15.08,7.69,2.5,1
B0943,29.77,58.16,24.77,6.26,52.75,57.22,1447,80,Fixed-Time,17.96,8.74,2.35,1
B0944,32.45,69.36,24.0,4.93,48.18,52.31,1173,72,Fixed-Time,10.65,6.6,1.91,1
B0945,23.1,55.13,18.83,5.34,47.11,40.26,1102,82,Fixed-Time,14.39,5.61,2.8,1
B0946,20.16,69.97,19.08,5.22,31.61,53.9,1120,90,Fixed-Time,17.01,8.19,1.86,1
B0947,22.05,65.15,25.21,6.95,34.21,48.36,1418,77,PID,10.45,5.44,1.07,1
B0948,33.5,67.43,22.09,4.88,48.68,51.31,1349,89,Fixed-Time,14.29,7.94,2.21,1
B0949,33.11,59.42,29.01,4.88,36.23,52.98,1144,79,Fixed-Time,11.13,9.19,1.41,1
B0950,28.96,55.21,22.88,5.06,45.12,47.0,1041,71,Fixed-Time,14.44,6.89,2.43,1
B0951,29.01,66.07,19.72,5.69,46.35,58.34,1366,73,Fixed-Time,14.84,6.18,2.29,1
B0952,29.98,67.51,26.58,4.76,38.51,42.68,1028,87,PID,10.1,5.86,1.8,1
B0953,22.63,66.11,21.52,6.75,58.45,53.43,1453,88,FA-PID-LSSVM,8.82,3.66,0.83,1
B0954,33.72,57.14,24.31,4.8,55.27,40.09,1379,73,FA-PID-LSSVM,6.47,3.87,0.94,1
B0955,26.28,66.3,26.37,6.69,51.67,58.49,1272,89,FA-PID-LSSVM,6.27,3.86,1.0,1
B0956,25.75,66.53,28.8,4.31,32.34,42.25,1464,95,FA-PID-LSSVM,5.88,3.59,0.79,1
B0957,27.78,64.88,27.51,5.97,33.18,41.9,1013,78,Fixed-Time,13.99,6.05,1.09,1
B0958,20.7,66.49,26.12,6.72,44.78,46.66,1407,85,FA-PID-LSSVM,6.24,3.7,0.66,1
B0959,22.49,67.69,26.16,4.51,34.82,47.47,1440,95,FA-PID-LSSVM,6.63,3.97,0.84,1
B0960,31.07,64.2,29.35,6.9,59.35,44.29,1305,75,PID,7.45,4.52,1.49,1
B0961,21.24,56.33,21.55,5.36,34.76,51.7,1312,94,PID,11.17,6.56,1.7,1
B0962,29.05,62.31,18.01,6.84,44.62,48.86,1484,73,PID,9.99,7.13,1.21,1
B0963,23.68,56.16,21.26,6.03,40.92,40.68,1188,78,Fixed-Time,12.07,6.37,0.87,1
B0964,25.84,61.11,20.61,4.9,49.18,46.39,1359,96,Fixed-Time,17.21,8.21,2.55,0
B0965,24.33,61.11,25.94,4.56,33.87,56.21,1294,82,Fixed-Time,12.08,5.24,1.89,0
B0966,25.34,55.99,25.6,4.91,42.91,53.79,1182,78,PID,10.02,4.89,1.71,1
B0967,30.79,60.23,25.12,4.28,38.24,54.5,1351,75,FA-PID-LSSVM,5.76,3.7,1.15,1
B0968,24.46,56.66,18.19,4.43,56.63,53.96,1035,90,PID,11.66,4.41,0.74,1
B0969,28.5,67.12,26.75,4.31,31.22,46.22,1369,88,Fixed-Time,14.55,7.15,2.62,0
B0970,27.14,69.22,21.88,5.27,57.41,41.99,1036,83,PID,11.32,5.37,0.76,1
B0971,29.96,56.08,25.98,6.39,54.99,45.45,1495,90,FA-PID-LSSVM,7.46,2.95,0.99,1
B0972,34.05,69.33,24.68,4.42,38.93,56.64,1013,84,Fixed-Time,12.66,6.84,2.69,0
B0973,30.99,62.84,22.11,4.39,53.68,59.61,1410,72,FA-PID-LSSVM,6.61,3.55,0.91,1
B0974,23.22,59.49,19.61,5.93,30.94,49.88,1122,74,FA-PID-LSSVM,6.49,3.26,0.94,1
B0975,20.47,56.15,19.13,4.59,59.01,40.19,1082,90,Fixed-Time,11.74,6.25,2.0,1
B0976,23.93,62.51,27.98,4.29,45.8,42.8,1158,87,FA-PID-LSSVM,7.9,4.41,0.57,1
B0977,28.93,66.92,29.02,4.5,39.1,46.44,1493,83,PID,8.14,4.41,1.56,1
B0978,20.77,65.61,25.8,6.77,40.88,51.57,1328,85,FA-PID-LSSVM,8.76,3.11,0.71,1
B0979,27.45,55.75,19.24,6.46,31.99,41.5,1101,83,FA-PID-LSSVM,5.83,2.59,0.94,1
B0980,28.95,56.09,22.82,5.06,59.68,58.87,1336,78,FA-PID-LSSVM,7.22,3.51,0.52,1
B0981,25.01,61.04,26.75,5.97,31.18,47.3,1082,84,PID,12.96,4.87,1.36,1
B0982,31.56,59.43,27.36,5.61,49.65,58.25,1043,76,FA-PID-LSSVM,5.55,3.4,0.86,1
B0983,21.6,58.49,19.42,6.03,43.28,55.61,1067,83,FA-PID-LSSVM,7.33,3.58,0.9,1
B0984,21.13,59.22,18.0,6.05,58.47,55.11,1047,75,PID,8.8,5.4,1.23,1
B0985,30.92,67.05,26.55,5.89,37.38,52.13,1056,90,Fixed-Time,14.46,7.07,1.36,1
B0986,27.43,68.94,22.28,4.8,45.96,52.54,1074,84,Fixed-Time,11.36,7.91,2.42,1
B0987,30.33,61.08,21.05,4.12,44.47,52.76,1021,89,Fixed-Time,14.61,4.87,1.49,0
B0988,26.52,68.59,18.15,5.37,51.09,52.57,1131,77,FA-PID-LSSVM,7.17,3.51,0.92,1
B0989,23.7,59.82,24.48,6.67,32.04,51.07,1464,71,Fixed-Time,10.39,8.0,1.79,1
B0990,32.29,62.15,28.21,5.71,35.81,59.73,1455,77,PID,12.02,4.99,1.5,1
B0991,31.99,58.39,29.49,6.5,36.44,54.65,1301,70,FA-PID-LSSVM,6.96,3.41,0.55,1
B0992,30.42,64.61,24.79,6.97,52.14,55.54,1442,95,FA-PID-LSSVM,7.79,3.17,0.78,1
B0993,24.08,69.68,24.17,4.49,35.67,57.45,1417,86,FA-PID-LSSVM,8.48,3.75,0.47,1
B0994,28.85,64.05,19.02,6.08,47.2,44.31,1266,88,Fixed-Time,10.46,6.94,1.39,1
B0995,25.41,60.37,24.59,6.02,36.46,41.68,1286,74,Fixed-Time,15.29,9.43,2.54,1
B0996,21.37,64.72,22.56,6.94,55.85,49.66,1394,99,Fixed-Time,14.09,7.1,1.87,1
B0997,33.76,56.84,25.29,6.96,58.27,50.28,1119,91,FA-PID-LSSVM,7.94,2.74,0.74,1
B0998,22.05,68.33,22.66,6.06,45.55,56.58,1245,89,PID,8.69,3.11,0.83,1
B0999,34.25,62.55,20.88,4.73,40.57,48.88,1055,85,FA-PID-LSSVM,7.11,3.79,0.74,1
B1000,26.69,61.74,19.14,6.4,37.02,51.42,1037,76,PID,12.56,6.02,1.16,1
B1001,22.78,63.79,21.78,4.32,31.49,50.54,1244,76,FA-PID-LSSVM,6.75,3.69,0.8,1
B1002,28.13,64.37,19.16,6.34,38.06,40.76,1020,87,PID,8.36,5.03,1.4,1
B1003,33.09,56.08,20.12,6.73,49.63,52.3,1109,87,FA-PID-LSSVM,8.31,3.98,0.87,1
B1004,30.98,65.24,29.85,5.15,46.01,56.56,1093,71,FA-PID-LSSVM,8.46,3.71,0.78,1
B1005,32.1,58.63,23.33,5.89,58.32,43.15,1393,84,PID,12.72,5.79,1.59,1
B1006,29.88,65.71,24.38,5.29,41.89,51.89,1409,83,PID,8.72,4.6,0.95,1
B1007,30.38,67.34,28.48,5.31,50.82,51.87,1474,87,PID,10.77,6.62,0.86,1
B1008,32.74,67.06,29.95,4.93,44.68,43.28,1135,98,PID,11.86,4.35,1.84,1
B1009,23.75,63.29,24.99,6.29,45.38,42.47,1230,78,PID,8.11,5.81,1.46,1
B1010,27.34,62.8,27.75,6.81,38.03,59.6,1007,83,PID,11.43,4.59,0.88,1
